,제목,URL,내용,사이트,채널,날짜1,날짜2,input,after preprocessing
24,신속한 출동과 끈질긴 수색으로 할머니 구조 - 전북일보 인터넷신문,http://www.jjan.kr/news/articleView.html?idxno=414775,군산경찰서(서장 나유인) 옥구파출소 지명환 경위와 김홍기 경사가 지난 10일 신속한 출동과 조치로 실종된 할머니를 구조하면서 칭찬이 이어지고 있다.이날 옥구읍 수산리 A노인요양병원에서 요양 중이던 라모(82)할머니가 환자복은 입은 상태로 갑자기 사라졌다는 신고가 옥구파출소에 접수됐다. 즉시 요양병원 인근 수색에 나선 지 경위 등은 목격자의 진술을 듣고 곧바,naver,web,2011-01-01,2012-12-31,신속한 출동과 끈질긴 수색으로 할머니 구조 - 전북일보 인터넷신문 군산경찰서(서장 나유인) 옥구파출소 지명환 경위와 김홍기 경사가 지난 10일 신속한 출동과 조치로 실종된 할머니를 구조하면서 칭찬이 이어지고 있다.이날 옥구읍 수산리 A노인요양병원에서 요양 중이던 라모(82)할머니가 환자복은 입은 상태로 갑자기 사라졌다는 신고가 옥구파출소에 접수됐다. 즉시 요양병원 인근 수색에 나선 지 경위 등은 목격자의 진술을 듣고 곧바,"['출동', '수색', '할머니', '구조', '전북', '일보', '인터넷', '신문', '군산', '경찰서', '서장', '나유인', '옥구', '파출소', '명환', '경위', '김홍기', '경사', '신속', '출동', '조치', '실종', '할머니', '구조', '칭찬', '이날', '옥구읍', '수산리', '노인', '요양', '병원', '요양', '라모', '할머니', '환자복', '신고', '옥구', '파출소', '접수', '요양', '병원', '인근', '수색', '경위', '목격자', '진술']"
25,귀신과 함께 살고있는 나 3 내용추가! : 네이트판,https://pann.nate.com/talk/310334305,그 아이도 발작을 이르킨후에 어디론가 간호사들이 데려갔음 그 아이는 그 후 안돌아옴 단지 몇일후 꿈속에 그 아이가 나타났음 얼굴 표정이 무지 밝았음 너무 반가웠음 예전의 그 아이로 돌아온것 같아서 옷도 병원에서 입고 있던 구질구질한 츄리닝이 아니였음 이 병원에는 어린이용 환자복이 없어서 츄리닝 같은거 입었음 하얀색 원피스를 입고 있었음... 네이트 메인가...,naver,web,2011-01-01,2012-12-31,귀신과 함께 살고있는 나 3 내용추가! : 네이트판 그 아이도 발작을 이르킨후에 어디론가 간호사들이 데려갔음 그 아이는 그 후 안돌아옴 단지 몇일후 꿈속에 그 아이가 나타났음 얼굴 표정이 무지 밝았음 너무 반가웠음 예전의 그 아이로 돌아온것 같아서 옷도 병원에서 입고 있던 구질구질한 츄리닝이 아니였음 이 병원에는 어린이용 환자복이 없어서 츄리닝 같은거 입었음 하얀색 원피스를 입고 있었음... 네이트 메인가...,"['내용', '추가', '네이트', '아이', '발작', '간호사', '아이', '일후', '꿈속', '아이', '얼굴', '아이', '병원', '츄리닝', '병원', '어린이', '환자복', '츄리닝', '하얀색', '원피스', '네이트']"
26,돌고 도는 무서운 이야기#6 : 네이트판,https://pann.nate.com/talk/311117034,"그녀가 입고 있는 옷이 병원 환자복이였습니다. 그녀는 뚜렷한 행선지를 말하지 않고 택시 기사에게 계속 '거기에서 오른쪽, 다시 왼쪽' 그녀의 지시에 따라 가다보니... 아 ! 조금 전부터 같은 장소를 빙글빙글 돌고 있었어요. 순간 적으로 짜증이 난 기사는 '당장 내려 !!!!' 하고 소리를 지르고 말았고 그녀를 차에서 내리게 했어요. 정신이 이상한 여자인건가. 하고... 네이트...",naver,web,2011-01-01,2012-12-31,"돌고 도는 무서운 이야기#6 : 네이트판 그녀가 입고 있는 옷이 병원 환자복이였습니다. 그녀는 뚜렷한 행선지를 말하지 않고 택시 기사에게 계속 '거기에서 오른쪽, 다시 왼쪽' 그녀의 지시에 따라 가다보니... 아 ! 조금 전부터 같은 장소를 빙글빙글 돌고 있었어요. 순간 적으로 짜증이 난 기사는 '당장 내려 !!!!' 하고 소리를 지르고 말았고 그녀를 차에서 내리게 했어요. 정신이 이상한 여자인건가. 하고... 네이트...","['돌고', '이야기', '네이트', '병원', '환자복', '행선지', '택시', '기사', '오른쪽', '왼쪽', '지시', '장소', '짜증', '기사', '당장', '소리', '이상', '여자', '네이트']"
27,시공(時空) - 다음 블로그,https://blog.daum.net/jim-blog/4978682,그러다 보니 매년 독특한 아이디어가 나옵니다. 올해에 3학년 어느 반은 전체가 환자복으로 통일해 나타났습니다.무슨 병원에서 왔느냐고 물으니 정신병원에서 왔답니다. 등뒤에 순풍산부인과 적혀 있는 얘는 뭐냐니까. 대한민국 고3...정신병 걸릴 만 합니다. 그래도 체육대회 통해 그동안 쌓인 스트레스 풀고 새로운 기분으로 학업에 열중했으면 합니다.,naver,web,2011-01-01,2012-12-31,시공(時空) - 다음 블로그 그러다 보니 매년 독특한 아이디어가 나옵니다. 올해에 3학년 어느 반은 전체가 환자복으로 통일해 나타났습니다.무슨 병원에서 왔느냐고 물으니 정신병원에서 왔답니다. 등뒤에 순풍산부인과 적혀 있는 얘는 뭐냐니까. 대한민국 고3...정신병 걸릴 만 합니다. 그래도 체육대회 통해 그동안 쌓인 스트레스 풀고 새로운 기분으로 학업에 열중했으면 합니다.,"['시공', '블로그', '아이디어', '올해', '학년', '전체', '환자복', '통일', '병원', '병원', '순풍산부인과', '대한민국', '정신병', '체육', '그동안', '스트레스', '기분', '학업', '열중']"
28,'애 낳는 박근혜' 풍자그림 논란 가열 - 베이비뉴스,https://www.ibabynews.com/news/articleView.html?idxno=9024,그림 속에서 박 후보는 수술대 위에서 환자복을 입은 채 다리를 벌리고 갓 낳은 아이에게 손을 뻗으며 활짝 웃고 있다. 검은 선글라스를 끼고 얼굴에 주름이 난 아이를 홍 씨는 '각하'라고 표현한다. 당연히 박 후보의 부친 박정희 전 대통령을 상징하는 것으로 해석된다. 뒤쪽엔 의사가 아이에게 거수경례를 하는 모습이 연출돼 유신의 부활을 은유하는 것으로 역시...,naver,web,2011-01-01,2012-12-31,'애 낳는 박근혜' 풍자그림 논란 가열 - 베이비뉴스 그림 속에서 박 후보는 수술대 위에서 환자복을 입은 채 다리를 벌리고 갓 낳은 아이에게 손을 뻗으며 활짝 웃고 있다. 검은 선글라스를 끼고 얼굴에 주름이 난 아이를 홍 씨는 '각하'라고 표현한다. 당연히 박 후보의 부친 박정희 전 대통령을 상징하는 것으로 해석된다. 뒤쪽엔 의사가 아이에게 거수경례를 하는 모습이 연출돼 유신의 부활을 은유하는 것으로 역시...,"['박근혜', '풍자', '그림', '논란', '가열', '베이비', '뉴스', '그림', '후보', '수술대', '환자복', '다리', '아이', '선글라스', '얼굴', '주름', '아이', '각하', '표현', '후보', '부친', '박정희', '대통령', '상징', '해석', '뒤쪽', '의사', '아이', '거수경례', '모습', '연출', '유신', '부활', '은유', '역시']"
29,[독자마당] 환자복 외출 삼가야 - 부산일보,http://www.busan.com/view/busan/view.php?code=20110106000081,길거리에서 심심찮게 병원 환자복장 차림으로 다니는 사람들을 보게 된다. 이들 대부분은 병원 입원실에 있다가 잠시 볼일을 보러 나온 사람들이다. 병실에 오래 있다 보면 바깥 바람을...,naver,web,2011-01-01,2012-12-31,[독자마당] 환자복 외출 삼가야 - 부산일보 길거리에서 심심찮게 병원 환자복장 차림으로 다니는 사람들을 보게 된다. 이들 대부분은 병원 입원실에 있다가 잠시 볼일을 보러 나온 사람들이다. 병실에 오래 있다 보면 바깥 바람을...,"['독자', '마당', '환자복', '부산일보', '길거리', '병원', '환자', '복장', '차림', '사람', '대부분', '병원', '입원실', '볼일', '사람', '병실', '바깥', '바람']"
30,"김형준, 환자복 입고 나쁜 안색..'어디 아파?'",https://blog.naver.com/wfosqob/110124409920,"김형준은 19일 오전 자신의 트위터에 “나는 환자”라는 짧은 글과 함께 사진을 게재했다. 사진 속 김형준은 병원에서 환자복을 입었으며, 그의 몸은 힘 없이 축 늘어진 상태다. 안색도 좋지 않아 무슨 일인지 궁금증을 자아내게 한다. 사진을 본 네티즌은 “어디가 아픈가? 병원은 왜 간거지?”, “환자? 어서 쾌차하길 바란다” 등의 반응을 보였다. 한편...",naver,web,2011-01-01,2012-12-31,"김형준, 환자복 입고 나쁜 안색..'어디 아파?' 김형준은 19일 오전 자신의 트위터에 “나는 환자”라는 짧은 글과 함께 사진을 게재했다. 사진 속 김형준은 병원에서 환자복을 입었으며, 그의 몸은 힘 없이 축 늘어진 상태다. 안색도 좋지 않아 무슨 일인지 궁금증을 자아내게 한다. 사진을 본 네티즌은 “어디가 아픈가? 병원은 왜 간거지?”, “환자? 어서 쾌차하길 바란다” 등의 반응을 보였다. 한편...","['김형준', '환자복', '안색', '김형준', '오전', '자신', '트위터', '환자', '사진', '게재', '사진', '김형준', '병원', '환자복', '안색', '궁금증', '사진', '네티즌', '병원', '환자', '쾌차', '반응', '한편']"
31,HOT NEWS JTBC 핫클릭 많이 본 뉴스 트위터 ON AIR 페이스북 ON AIR,https://news.jtbc.joins.com/article/article.aspx?news_id=NB10117520,난방도 되지 않는 방이었습니다. 이씨가 입으로 줄을 풀려고 애를 씁니다. 급기야 다리까지 묶습니다. 벗겨진환자복사이로 몸 곳곳에 멍 자국이 보입니다. 20시간 동안 9차례 반복된 감금. 밥은 한 번도...,daum,web,2011-01-01,2012-12-31,HOT NEWS JTBC 핫클릭 많이 본 뉴스 트위터 ON AIR 페이스북 ON AIR 난방도 되지 않는 방이었습니다. 이씨가 입으로 줄을 풀려고 애를 씁니다. 급기야 다리까지 묶습니다. 벗겨진환자복사이로 몸 곳곳에 멍 자국이 보입니다. 20시간 동안 9차례 반복된 감금. 밥은 한 번도...,"['HOT', 'NEWS', 'JTBC', '클릭', '뉴스', '트위터', 'ON', 'AIR', '페이스북', 'ON', 'AIR', '난방', '다리', '환자복', '사이', '곳곳', '자국', '동안', '차례', '반복', '감금']"
32,오늘의유머 - 펌글] 환자복 입고 동네공원에서 운동하는 것이불쾌하신가요?....,http://www.todayhumor.co.kr/board/view.php?table=humorstory&no=239707,낮잠한숨 자고 오유 켰다가 베오베에 있었던 펌글] 환자복 입고 동네공원에서 운동하는 것이불쾌하신가요? 글이 어떻게 되어가고 있는지 영등포구의회에 들어갔습니다. 저번에 글 올,naver,web,2011-01-01,2012-12-31,오늘의유머 - 펌글] 환자복 입고 동네공원에서 운동하는 것이불쾌하신가요?.... 낮잠한숨 자고 오유 켰다가 베오베에 있었던 펌글] 환자복 입고 동네공원에서 운동하는 것이불쾌하신가요? 글이 어떻게 되어가고 있는지 영등포구의회에 들어갔습니다. 저번에 글 올,"['오늘', '유머', '환자복', '동네', '공원', '운동', '낮잠', '한숨', '오유', '환자복', '동네', '공원', '운동', '영등포구', '의회', '저번']"
33,“수십 년 지나도 8·15 돌아오면 수술받던 육 여사 생각나” - 중앙일보,https://news.joins.com/article/5969972,내게 환자용 새 시트를 가져오라고 지시했다. ‘이제 돌아가시는구나’란 생각에 울컥하고 먹먹했다. 눈물을 흘리며 몸을 감쌀 큰 시트와 새 환자복을 구해 들어가니 여사 얼굴은 머리부터 코까지 압박 붕대로 동여매어 있었다. 압박 붕대 탓에 입 주위와 몸이 붓기 시작했다.” -집도의인 심 교수는 어떻게 설명했나. “수술 다음날 우리에게 ‘꼭 살렸어야 했는데...,naver,web,2011-01-01,2012-12-31,“수십 년 지나도 8·15 돌아오면 수술받던 육 여사 생각나” - 중앙일보 내게 환자용 새 시트를 가져오라고 지시했다. ‘이제 돌아가시는구나’란 생각에 울컥하고 먹먹했다. 눈물을 흘리며 몸을 감쌀 큰 시트와 새 환자복을 구해 들어가니 여사 얼굴은 머리부터 코까지 압박 붕대로 동여매어 있었다. 압박 붕대 탓에 입 주위와 몸이 붓기 시작했다.” -집도의인 심 교수는 어떻게 설명했나. “수술 다음날 우리에게 ‘꼭 살렸어야 했는데...,"['지나', '수술', '생각', '중앙일보', '환자', '시트', '지시', '생각', '눈물', '시트', '환자복', '여사', '얼굴', '머리', '압박', '붕대', '압박', '붕대', '주위', '시작', '의인', '교수', '설명', '수술']"
34,Poetry*Prose*Professional - 다음 블로그,https://blog.daum.net/prof_jklee/13424590,"더워도 덥다는 말을 할 줄 모르는 당신, 안타깝다. 하루는 병실에 가보니 잔등이에서 땀이 줄줄 흐르고 있었다. 환자복 상의가 펑 젖어 있다. “아니, 이 땀 좀 봐” 한 마디하며 물수건으로 닦아주기 위해 상의를..",naver,web,2011-01-01,2012-12-31,"Poetry*Prose*Professional - 다음 블로그 더워도 덥다는 말을 할 줄 모르는 당신, 안타깝다. 하루는 병실에 가보니 잔등이에서 땀이 줄줄 흐르고 있었다. 환자복 상의가 펑 젖어 있다. “아니, 이 땀 좀 봐” 한 마디하며 물수건으로 닦아주기 위해 상의를..","['PoetryProseProfessional', '블로그', '하루', '병실', '잔등이', '환자복', '상의', '물수건', '상의']"
35,만사태평 - 다음 블로그,https://blog.daum.net/dlgktjf/11766866,"등산길에 다리와 허리를 다쳐 2주간 입원 했다가 오늘 세상밖으로 나와 첫 출근을 했습니다. 어찌나 낯설고 서먹서먹하던지 ㅎㅎ (삼개월 정도 비우면 정말 생소하겠다는 느낌이....) 환자복으로 갈아 입으니, 행..",naver,web,2011-01-01,2012-12-31,"만사태평 - 다음 블로그 등산길에 다리와 허리를 다쳐 2주간 입원 했다가 오늘 세상밖으로 나와 첫 출근을 했습니다. 어찌나 낯설고 서먹서먹하던지 ㅎㅎ (삼개월 정도 비우면 정말 생소하겠다는 느낌이....) 환자복으로 갈아 입으니, 행..","['만사태평', '블로그', '산길', '다리', '허리', '입원', '세상', '출근', '느낌', '환자복']"
36,수술복/환자복 - 라운드버튼 수술복 그린,https://blog.naver.com/digital_skin/110127516900,"라운드버튼 수술복 그린 구매전 전화주세요. 라운드버튼 수술복 - 그린 규 격 Size : 55, 66, 77, 88 주요특징 - 실용성과 착용감이 매우 좋습니다. - 제품색상은 사용자의 모니더 해상도 밝기. 이미지에 따라 다소 상이할 수 있습니다. 체크사항 순면 100% 원단 - 라운드넥 어깨부분 투 버튼처리로 실용성을 더한 디자인입니다. - 땀 흡수력이 좋고, 신축성이 뛰어나 착용감이...",naver,web,2011-01-01,2012-12-31,"수술복/환자복 - 라운드버튼 수술복 그린 라운드버튼 수술복 그린 구매전 전화주세요. 라운드버튼 수술복 - 그린 규 격 Size : 55, 66, 77, 88 주요특징 - 실용성과 착용감이 매우 좋습니다. - 제품색상은 사용자의 모니더 해상도 밝기. 이미지에 따라 다소 상이할 수 있습니다. 체크사항 순면 100% 원단 - 라운드넥 어깨부분 투 버튼처리로 실용성을 더한 디자인입니다. - 땀 흡수력이 좋고, 신축성이 뛰어나 착용감이...","['수술복', '환자복', '라운드', '버튼', '수술복', '라운드', '버튼', '수술복', '구매', '전화', '주세요', '라운드', '버튼', '수술복', 'Size', '주요', '특징', '실용', '착용감', '제품', '색상', '사용', '모니', '해상', '이미지', '체크', '사항', '순면', '원단', '라운드', '어깨', '부분', '버튼', '처리', '실용', '디자인', '흡수력', '신축', '착용감']"
